"{0: [42, 21000], 1: [3, 1500], 2: [16, 8000], 3: [6, 3000], 4: [25, 12500], 5: [1, 500], 6: [5, 2500], 7: [2, 1000]}","{0: [23, 11500], 1: [25, 12500], 2: [18, 9000], 3: [6, 3000], 4: [17, 8500], 5: [0, 0], 6: [3, 1500], 7: [8, 4000]}","{0: [18, 9000], 1: [1, 500], 2: [11, 5500], 3: [33, 16500], 4: [7, 3500], 5: [13, 6500], 6: [11, 5500], 7: [6, 3000]}","{0: [29, 14500], 1: [7, 3500], 2: [5, 2500], 3: [5, 2500], 4: [2, 1000], 5: [18, 9000], 6: [28, 14000], 7: [6, 3000]}","{0: [2, 1000], 1: [16, 8000], 2: [18, 9000], 3: [9, 4500], 4: [21, 10500], 5: [5, 2500], 6: [0, 0], 7: [29, 14500]}","{0: [8, 4000], 1: [6, 3000], 2: [25, 12500], 3: [4, 2000], 4: [5, 2500], 5: [20, 10000], 6: [30, 15000], 7: [2, 1000]}","{0: [2, 1000], 1: [10, 5000], 2: [6, 3000], 3: [16, 8000], 4: [34, 17000], 5: [25, 12500], 6: [1, 500], 7: [6, 3000]}","{0: [31, 15500], 1: [22, 11000], 2: [20, 10000], 3: [2, 1000], 4: [6, 3000], 5: [0, 0], 6: [13, 6500], 7: [6, 3000]}","{0: [0, 0], 1: [9, 4500], 2: [3, 1500], 3: [25, 12500], 4: [28, 14000], 5: [4, 2000], 6: [6, 3000], 7: [25, 12500]}","{0: [4, 2000], 1: [1, 500], 2: [13, 6500], 3: [30, 15000], 4: [15, 7500], 5: [1, 500], 6: [20, 10000], 7: [16, 8000]}"
"{0: [0, 0], 1: [27, 13500], 2: [4, 2000], 3: [17, 8500], 4: [29, 14500], 5: [9, 4500], 6: [8, 4000], 7: [6, 3000]}","{0: [7, 3500], 1: [2, 1000], 2: [19, 9500], 3: [4, 2000], 4: [37, 18500], 5: [20, 10000], 6: [7, 3500], 7: [4, 2000]}","{0: [15, 7500], 1: [6, 3000], 2: [30, 15000], 3: [1, 500], 4: [1, 500], 5: [34, 17000], 6: [6, 3000], 7: [7, 3500]}","{0: [8, 4000], 1: [0, 0], 2: [10, 5000], 3: [40, 20000], 4: [7, 3500], 5: [1, 500], 6: [3, 1500], 7: [31, 15500]}","{0: [5, 2500], 1: [1, 500], 2: [4, 2000], 3: [31, 15500], 4: [12, 6000], 5: [26, 13000], 6: [8, 4000], 7: [13, 6500]}","{0: [8, 4000], 1: [25, 12500], 2: [1, 500], 3: [1, 500], 4: [3, 1500], 5: [14, 7000], 6: [44, 22000], 7: [4, 2000]}","{0: [7, 3500], 1: [17, 8500], 2: [29, 14500], 3: [15, 7500], 4: [0, 0], 5: [2, 1000], 6: [17, 8500], 7: [13, 6500]}","{0: [0, 0], 1: [2, 1000], 2: [6, 3000], 3: [3, 1500], 4: [14, 7000], 5: [10, 5000], 6: [59, 29500], 7: [6, 3000]}","{0: [9, 4500], 1: [10, 5000], 2: [17, 8500], 3: [26, 13000], 4: [2, 1000], 5: [4, 2000], 6: [22, 11000], 7: [10, 5000]}","{0: [25, 12500], 1: [3, 1500], 2: [24, 12000], 3: [1, 500], 4: [16, 8000], 5: [5, 2500], 6: [7, 3500], 7: [19, 9500]}"
"{0: [11, 5500], 1: [11, 5500], 2: [50, 25000], 3: [12, 6000], 4: [3, 1500], 5: [9, 4500], 6: [2, 1000], 7: [2, 1000]}","{0: [21, 10500], 1: [4, 2000], 2: [22, 11000], 3: [5, 2500], 4: [1, 500], 5: [35, 17500], 6: [1, 500], 7: [11, 5500]}","{0: [6, 3000], 1: [32, 16000], 2: [17, 8500], 3: [19, 9500], 4: [4, 2000], 5: [0, 0], 6: [14, 7000], 7: [8, 4000]}","{0: [2, 1000], 1: [3, 1500], 2: [6, 3000], 3: [30, 15000], 4: [15, 7500], 5: [7, 3500], 6: [1, 500], 7: [36, 18000]}","{0: [27, 13500], 1: [12, 6000], 2: [4, 2000], 3: [3, 1500], 4: [28, 14000], 5: [7, 3500], 6: [16, 8000], 7: [3, 1500]}","{0: [0, 0], 1: [6, 3000], 2: [8, 4000], 3: [51, 25500], 4: [16, 8000], 5: [6, 3000], 6: [10, 5000], 7: [3, 1500]}","{0: [5, 2500], 1: [6, 3000], 2: [23, 11500], 3: [20, 10000], 4: [5, 2500], 5: [3, 1500], 6: [11, 5500], 7: [27, 13500]}","{0: [6, 3000], 1: [9, 4500], 2: [12, 6000], 3: [11, 5500], 4: [0, 0], 5: [4, 2000], 6: [22, 11000], 7: [36, 18000]}","{0: [0, 0], 1: [11, 5500], 2: [19, 9500], 3: [27, 13500], 4: [5, 2500], 5: [20, 10000], 6: [14, 7000], 7: [4, 2000]}","{0: [8, 4000], 1: [8, 4000], 2: [2, 1000], 3: [5, 2500], 4: [4, 2000], 5: [41, 20500], 6: [30, 15000], 7: [2, 1000]}"
"{0: [3, 1500], 1: [25, 12500], 2: [4, 2000], 3: [1, 500], 4: [55, 27500], 5: [9, 4500], 6: [1, 500], 7: [2, 1000]}","{0: [17, 8500], 1: [5, 2500], 2: [2, 1000], 3: [0, 0], 4: [14, 7000], 5: [39, 19500], 6: [0, 0], 7: [23, 11500]}","{0: [3, 1500], 1: [7, 3500], 2: [15, 7500], 3: [14, 7000], 4: [6, 3000], 5: [1, 500], 6: [24, 12000], 7: [30, 15000]}","{0: [4, 2000], 1: [7, 3500], 2: [2, 1000], 3: [15, 7500], 4: [17, 8500], 5: [2, 1000], 6: [10, 5000], 7: [43, 21500]}","{0: [1, 500], 1: [34, 17000], 2: [10, 5000], 3: [17, 8500], 4: [21, 10500], 5: [8, 4000], 6: [8, 4000], 7: [1, 500]}","{0: [4, 2000], 1: [12, 6000], 2: [0, 0], 3: [42, 21000], 4: [7, 3500], 5: [2, 1000], 6: [19, 9500], 7: [14, 7000]}","{0: [11, 5500], 1: [17, 8500], 2: [10, 5000], 3: [0, 0], 4: [35, 17500], 5: [11, 5500], 6: [2, 1000], 7: [14, 7000]}","{0: [2, 1000], 1: [18, 9000], 2: [15, 7500], 3: [30, 15000], 4: [8, 4000], 5: [5, 2500], 6: [19, 9500], 7: [3, 1500]}","{0: [1, 500], 1: [27, 13500], 2: [0, 0], 3: [26, 13000], 4: [24, 12000], 5: [5, 2500], 6: [7, 3500], 7: [10, 5000]}","{0: [43, 21500], 1: [5, 2500], 2: [26, 13000], 3: [2, 1000], 4: [8, 4000], 5: [13, 6500], 6: [1, 500], 7: [2, 1000]}"
"{0: [10, 5000], 1: [15, 7500], 2: [6, 3000], 3: [26, 13000], 4: [14, 7000], 5: [13, 6500], 6: [8, 4000], 7: [8, 4000]}","{0: [8, 4000], 1: [21, 10500], 2: [2, 1000], 3: [15, 7500], 4: [7, 3500], 5: [1, 500], 6: [2, 1000], 7: [44, 22000]}","{0: [8, 4000], 1: [35, 17500], 2: [14, 7000], 3: [9, 4500], 4: [5, 2500], 5: [25, 12500], 6: [1, 500], 7: [3, 1500]}","{0: [8, 4000], 1: [20, 10000], 2: [18, 9000], 3: [20, 10000], 4: [27, 13500], 5: [1, 500], 6: [5, 2500], 7: [1, 500]}","{0: [2, 1000], 1: [6, 3000], 2: [2, 1000], 3: [27, 13500], 4: [5, 2500], 5: [13, 6500], 6: [22, 11000], 7: [23, 11500]}","{0: [6, 3000], 1: [11, 5500], 2: [7, 3500], 3: [20, 10000], 4: [30, 15000], 5: [4, 2000], 6: [12, 6000], 7: [10, 5000]}","{0: [19, 9500], 1: [10, 5000], 2: [0, 0], 3: [2, 1000], 4: [36, 18000], 5: [12, 6000], 6: [0, 0], 7: [21, 10500]}","{0: [33, 16500], 1: [0, 0], 2: [17, 8500], 3: [9, 4500], 4: [2, 1000], 5: [1, 500], 6: [11, 5500], 7: [27, 13500]}","{0: [26, 13000], 1: [4, 2000], 2: [17, 8500], 3: [2, 1000], 4: [1, 500], 5: [14, 7000], 6: [7, 3500], 7: [29, 14500]}","{0: [15, 7500], 1: [8, 4000], 2: [21, 10500], 3: [13, 6500], 4: [7, 3500], 5: [8, 4000], 6: [24, 12000], 7: [4, 2000]}"
"{0: [10, 5000], 1: [2, 1000], 2: [24, 12000], 3: [6, 3000], 4: [13, 6500], 5: [10, 5000], 6: [19, 9500], 7: [16, 8000]}","{0: [31, 15500], 1: [1, 500], 2: [17, 8500], 3: [10, 5000], 4: [23, 11500], 5: [14, 7000], 6: [2, 1000], 7: [2, 1000]}","{0: [41, 20500], 1: [8, 4000], 2: [15, 7500], 3: [4, 2000], 4: [15, 7500], 5: [1, 500], 6: [10, 5000], 7: [6, 3000]}","{0: [57, 28500], 1: [1, 500], 2: [12, 6000], 3: [14, 7000], 4: [11, 5500], 5: [1, 500], 6: [1, 500], 7: [3, 1500]}","{0: [12, 6000], 1: [1, 500], 2: [22, 11000], 3: [15, 7500], 4: [40, 20000], 5: [4, 2000], 6: [2, 1000], 7: [4, 2000]}","{0: [12, 6000], 1: [12, 6000], 2: [17, 8500], 3: [9, 4500], 4: [5, 2500], 5: [29, 14500], 6: [11, 5500], 7: [5, 2500]}","{0: [13, 6500], 1: [20, 10000], 2: [1, 500], 3: [3, 1500], 4: [20, 10000], 5: [2, 1000], 6: [23, 11500], 7: [18, 9000]}","{0: [17, 8500], 1: [0, 0], 2: [1, 500], 3: [1, 500], 4: [14, 7000], 5: [17, 8500], 6: [8, 4000], 7: [42, 21000]}","{0: [2, 1000], 1: [10, 5000], 2: [27, 13500], 3: [15, 7500], 4: [13, 6500], 5: [23, 11500], 6: [2, 1000], 7: [8, 4000]}","{0: [21, 10500], 1: [6, 3000], 2: [23, 11500], 3: [14, 7000], 4: [7, 3500], 5: [3, 1500], 6: [14, 7000], 7: [12, 6000]}"
"{0: [11, 5500], 1: [4, 2000], 2: [34, 17000], 3: [5, 2500], 4: [6, 3000], 5: [22, 11000], 6: [4, 2000], 7: [14, 7000]}","{0: [15, 7500], 1: [1, 500], 2: [4, 2000], 3: [0, 0], 4: [5, 2500], 5: [42, 21000], 6: [32, 16000], 7: [1, 500]}","{0: [36, 18000], 1: [11, 5500], 2: [9, 4500], 3: [19, 9500], 4: [3, 1500], 5: [3, 1500], 6: [10, 5000], 7: [9, 4500]}","{0: [14, 7000], 1: [14, 7000], 2: [26, 13000], 3: [4, 2000], 4: [15, 7500], 5: [14, 7000], 6: [9, 4500], 7: [4, 2000]}","{0: [2, 1000], 1: [12, 6000], 2: [11, 5500], 3: [43, 21500], 4: [2, 1000], 5: [6, 3000], 6: [13, 6500], 7: [11, 5500]}","{0: [25, 12500], 1: [12, 6000], 2: [6, 3000], 3: [18, 9000], 4: [1, 500], 5: [3, 1500], 6: [29, 14500], 7: [6, 3000]}","{0: [10, 5000], 1: [46, 23000], 2: [4, 2000], 3: [7, 3500], 4: [11, 5500], 5: [5, 2500], 6: [0, 0], 7: [17, 8500]}","{0: [1, 500], 1: [2, 1000], 2: [35, 17500], 3: [18, 9000], 4: [10, 5000], 5: [4, 2000], 6: [17, 8500], 7: [13, 6500]}","{0: [6, 3000], 1: [1, 500], 2: [2, 1000], 3: [10, 5000], 4: [10, 5000], 5: [37, 18500], 6: [30, 15000], 7: [4, 2000]}","{0: [45, 22500], 1: [0, 0], 2: [9, 4500], 3: [4, 2000], 4: [5, 2500], 5: [9, 4500], 6: [2, 1000], 7: [26, 13000]}"
"{0: [11, 5500], 1: [14, 7000], 2: [17, 8500], 3: [11, 5500], 4: [22, 11000], 5: [18, 9000], 6: [2, 1000], 7: [5, 2500]}","{0: [1, 500], 1: [6, 3000], 2: [47, 23500], 3: [3, 1500], 4: [0, 0], 5: [2, 1000], 6: [5, 2500], 7: [36, 18000]}","{0: [21, 10500], 1: [26, 13000], 2: [16, 8000], 3: [5, 2500], 4: [2, 1000], 5: [16, 8000], 6: [5, 2500], 7: [9, 4500]}","{0: [1, 500], 1: [18, 9000], 2: [10, 5000], 3: [23, 11500], 4: [4, 2000], 5: [1, 500], 6: [5, 2500], 7: [38, 19000]}","{0: [4, 2000], 1: [9, 4500], 2: [10, 5000], 3: [38, 19000], 4: [2, 1000], 5: [2, 1000], 6: [28, 14000], 7: [7, 3500]}","{0: [23, 11500], 1: [9, 4500], 2: [27, 13500], 3: [7, 3500], 4: [4, 2000], 5: [18, 9000], 6: [6, 3000], 7: [6, 3000]}","{0: [16, 8000], 1: [6, 3000], 2: [1, 500], 3: [41, 20500], 4: [11, 5500], 5: [6, 3000], 6: [18, 9000], 7: [1, 500]}","{0: [1, 500], 1: [32, 16000], 2: [0, 0], 3: [16, 8000], 4: [1, 500], 5: [0, 0], 6: [14, 7000], 7: [36, 18000]}","{0: [7, 3500], 1: [24, 12000], 2: [6, 3000], 3: [2, 1000], 4: [11, 5500], 5: [16, 8000], 6: [29, 14500], 7: [5, 2500]}","{0: [9, 4500], 1: [20, 10000], 2: [22, 11000], 3: [5, 2500], 4: [3, 1500], 5: [35, 17500], 6: [1, 500], 7: [5, 2500]}"
"{0: [23, 11500], 1: [5, 2500], 2: [12, 6000], 3: [4, 2000], 4: [22, 11000], 5: [22, 11000], 6: [1, 500], 7: [11, 5500]}","{0: [2, 1000], 1: [1, 500], 2: [16, 8000], 3: [12, 6000], 4: [22, 11000], 5: [26, 13000], 6: [19, 9500], 7: [2, 1000]}","{0: [9, 4500], 1: [12, 6000], 2: [31, 15500], 3: [1, 500], 4: [15, 7500], 5: [10, 5000], 6: [21, 10500], 7: [1, 500]}","{0: [19, 9500], 1: [26, 13000], 2: [15, 7500], 3: [11, 5500], 4: [9, 4500], 5: [3, 1500], 6: [2, 1000], 7: [15, 7500]}","{0: [7, 3500], 1: [9, 4500], 2: [18, 9000], 3: [12, 6000], 4: [2, 1000], 5: [7, 3500], 6: [5, 2500], 7: [40, 20000]}","{0: [24, 12000], 1: [2, 1000], 2: [23, 11500], 3: [8, 4000], 4: [3, 1500], 5: [13, 6500], 6: [3, 1500], 7: [24, 12000]}","{0: [23, 11500], 1: [4, 2000], 2: [2, 1000], 3: [3, 1500], 4: [7, 3500], 5: [9, 4500], 6: [30, 15000], 7: [22, 11000]}","{0: [2, 1000], 1: [13, 6500], 2: [39, 19500], 3: [18, 9000], 4: [12, 6000], 5: [13, 6500], 6: [2, 1000], 7: [1, 500]}","{0: [3, 1500], 1: [10, 5000], 2: [9, 4500], 3: [29, 14500], 4: [3, 1500], 5: [4, 2000], 6: [36, 18000], 7: [6, 3000]}","{0: [9, 4500], 1: [11, 5500], 2: [0, 0], 3: [2, 1000], 4: [29, 14500], 5: [4, 2000], 6: [43, 21500], 7: [2, 1000]}"
"{0: [5, 2500], 1: [31, 15500], 2: [31, 15500], 3: [13, 6500], 4: [5, 2500], 5: [6, 3000], 6: [6, 3000], 7: [3, 1500]}","{0: [16, 8000], 1: [6, 3000], 2: [1, 500], 3: [6, 3000], 4: [3, 1500], 5: [5, 2500], 6: [13, 6500], 7: [50, 25000]}","{0: [3, 1500], 1: [13, 6500], 2: [21, 10500], 3: [9, 4500], 4: [35, 17500], 5: [6, 3000], 6: [4, 2000], 7: [9, 4500]}","{0: [2, 1000], 1: [28, 14000], 2: [17, 8500], 3: [3, 1500], 4: [21, 10500], 5: [1, 500], 6: [26, 13000], 7: [2, 1000]}","{0: [4, 2000], 1: [13, 6500], 2: [17, 8500], 3: [4, 2000], 4: [36, 18000], 5: [10, 5000], 6: [8, 4000], 7: [8, 4000]}","{0: [2, 1000], 1: [26, 13000], 2: [17, 8500], 3: [9, 4500], 4: [0, 0], 5: [10, 5000], 6: [11, 5500], 7: [25, 12500]}","{0: [3, 1500], 1: [14, 7000], 2: [1, 500], 3: [23, 11500], 4: [3, 1500], 5: [32, 16000], 6: [7, 3500], 7: [17, 8500]}","{0: [5, 2500], 1: [50, 25000], 2: [4, 2000], 3: [12, 6000], 4: [8, 4000], 5: [8, 4000], 6: [5, 2500], 7: [8, 4000]}","{0: [9, 4500], 1: [24, 12000], 2: [3, 1500], 3: [6, 3000], 4: [0, 0], 5: [24, 12000], 6: [3, 1500], 7: [31, 15500]}","{0: [1, 500], 1: [14, 7000], 2: [21, 10500], 3: [9, 4500], 4: [8, 4000], 5: [26, 13000], 6: [19, 9500], 7: [2, 1000]}"
